X 		 Y
 1583.1151	 241.9183
 1585.7214	 242.7496
 1577.8687	 240.4741
 1569.7399	 241.9493
 1576.6058	 240.1071
 1570.4764	 241.5482
 1572.1766	 240.6882
 1575.4103	 240.7098
 1569.323	 241.9379
 1573.1761	 241.0116
 1571.2024	 241.0853
 1574.2977	 240.5379
 1584.4429	 242.1072
 1579.1068	 241.4776
 1587.3098	 242.758
 1570.1172	 241.4794
 1581.7755	 241.6595
 1580.4025	 241.7452
 1627.283	 233.9025
 1611.6351	 238.5619
 1599.3292	 241.4575
 1603.5221	 240.5122
 1621.6213	 236.2634
 1646.3898	 217.4123
 1647.967	 214.8468
 1590.4288	 242.0196
 1648.4293	 213.2289
 1594.7939	 242.0832
 1644.4688	 220.0219
 1648.4186	 213.8887
 1634.6097	 228.9578
 1631.9463	 231.9149
 1641.1604	 224.0971
 1629.5918	 233.3479
 1642.5337	 222.5856
 1624.5938	 234.9047
 1647.0361	 216.3847
 1645.4574	 218.767
 1615.2943	 237.5454
 1618.6244	 236.736
 1638.1622	 226.5228
 1636.3684	 228.025
 1639.6934	 225.4554
 1607.8701	 239.022
 1642.882	 209.2968
 1634.6515	 209.091
 1643.3708	 209.433
 1641.0641	 209.796
 1638.3531	 209.0399
 1639.8091	 210.5212
 1638.2911	 209.7438
 1644.8464	 212.6171
 1642.8401	 210.8013
 1638.9888	 210.3783
 1643.8282	 211.743
 1637.7175	 208.6456
 1647.203	 213.8198
 1646.1956	 213.3114
 1646.7438	 213.7239
 1638.5529	 209.6396
 1644.4755	 211.9668
 1638.4315	 209.3827
 1643.3785	 211.2071
 1638.6979	 210.3464
 1648.4188	 212.77
 1641.5255	 209.9517
 1638.6182	 209.8251
 1647.7633	 213.7296
 1645.3153	 213.1206
 1639.311	 210.5141
 1638.5995	 210.1379
 1551.509	 234.7096
 1551.2726	 232.9494
 1551.1335	 237.1671
 1555.4308	 239.8286
 1549.8235	 238.5
 1552.8087	 237.4454
 1556.4237	 240.503
 1552.6715	 235.4057
 1551.2559	 234.2531
 1554.2273	 239.6211
 1557.2111	 241.8083
 1551.1998	 233.2618
 1550.5548	 236.8929
 1550.451	 235.7581
 1553.1288	 239.3342
 1550.3059	 235.2597
 1551.2457	 232.9539
 1576.9613	 246.3742
 1578.7604	 239.0886
 1578.7506	 236.7722
 1577.4901	 245.3506
 1561.2422	 244.2493
 1569.7612	 250.1724
 1567.4363	 249.2094
 1578.7196	 241.9299
 1559.6438	 242.5115
 1568.7686	 249.4239
 1577.8608	 232.4867
 1575.3098	 247.5902
 1577.1738	 237.0119
 1577.4972	 233.8438
 1570.5715	 250.9034
 1577.3641	 234.8389
 1566.459	 248.0332
 1579.0114	 240.0084
 1573.5057	 248.7882
 1578.6993	 237.8814
 1578.0891	 243.9394
 1562.5222	 245.2174
 1563.9088	 246.1839
 1577.314	 235.8369
 1571.5844	 251.0189
 1577.8436	 231.8429
 1574.3694	 248.4695
 1578.9447	 240.9055
 1576.8541	 246.3332
 1577.2126	 246.0423
 1565.2133	 247.248
 1578.3226	 243.1487
 1575.9448	 247.1685
 1576.3398	 246.9769
 1578.4027	 236.2399
 1574.0983	 235.5726
 1571.1832	 235.5699
 1570.7177	 234.8237
 1570.8467	 234.3936
 1579.046	 234.4112
 1576.818	 236.8897
 1581.1522	 234.5051
 1573.6056	 235.5795
 1570.3933	 234.8115
 1578.8688	 236.4539
 1575.392	 235.9953
 1580.3711	 235.7912
 1581.0732	 234.9945
 1580.9004	 234.0917
 1579.6627	 235.843
 1580.1578	 235.5845
 1570.0764	 235.2169
 1581.0121	 235.2519
 1570.7723	 234.387
 1574.8248	 235.0623
 1569.8406	 235.5892
 1572.3523	 236.4076
 1571.2943	 235.1899
 1570.681	 235.3822
 1581.2081	 235.0557
 1577.517	 236.8244
 1571.809	 236.7896
 1576.2469	 236.7378
 1572.9063	 236.0843
 1578.1584	 231.711
 1575.6683	 236.6706
 1581.0311	 235.1867
 1575.0958	 235.4665
 1578.2014	 236.7196
 1571.7373	 236.1709
 1569.0521	 241.8937
 1559.7777	 241.1346
 1557.3777	 238.3482
 1556.4841	 239.2793
 1560.6471	 241.4452
 1557.8409	 239.1535
 1562.765	 240.9311
 1570.3019	 241.6697
 1568.4852	 241.5502
 1567.1185	 241.0828
 1562.017	 240.3954
 1563.5347	 241.4234
 1564.1853	 242.2877
 1566.2383	 241.081
 1555.8698	 236.7722
 1559.239	 240.1969
 1555.2041	 238.8942
 1555.4384	 237.7433
 1556.1224	 238.9156
 1555.399	 239.0359
 1555.2383	 238.1581
 1570.8094	 240.146
 1569.6367	 241.9668
 1564.9346	 242.5821
 1570.9819	 239.1592
 1558.321	 240.1987
 1567.8373	 241.3544
 1555.7024	 238.9818
 1556.1259	 240.8732
