X 		 Y
 1555.7904	 242.6953
 1555.7671	 242.7288
 1548.7876	 249.3682
 1548.1154	 250.8452
 1551.7527	 248.3106
 1550.1655	 249.1714
 1553.2369	 247.041
 1552.1974	 248.0617
 1550.2924	 249.6955
 1550.3545	 250.1666
 1556.2764	 241.2469
 1547.8456	 251.8035
 1554.9408	 244.0263
 1552.9758	 247.0263
 1554.4214	 244.8392
 1555.7135	 242.7238
 1548.5634	 249.8891
 1555.7316	 239.1656
 1548.243	 250.15
 1551.1221	 249.0447
 1549.7688	 249.2219
 1556.5045	 240.4116
 1555.3013	 243.4796
 1549.7273	 248.5393
 1582.9026	 246.6681
 1613.9413	 230.4136
 1563.3783	 252.3337
 1614.1774	 229.1134
 1575.5612	 249.1806
 1608.7474	 232.5122
 1601.7913	 236.6564
 1555.0574	 252.8621
 1603.6732	 236.0717
 1596.9419	 238.8504
 1615.3014	 229.7192
 1599.5331	 237.6752
 1567.7899	 250.9656
 1617.9728	 228.359
 1619.6654	 226.1637
 1559.4036	 252.8614
 1593.755	 240.808
 1579.4716	 247.7043
 1606.6427	 233.7341
 1610.2738	 231.9712
 1590.507	 242.4477
 1550.8969	 251.559
 1587.5742	 243.5118
 1571.8618	 250.0344
 1617.5668	 228.5551
 1612.8323	 229.8202
 1615.0459	 230.8301
 1641.2815	 243.5593
 1632.124	 245.0691
 1648.2427	 237.229
 1648.4352	 237.071
 1638.9659	 244.4751
 1621.6445	 225.8943
 1647.6758	 237.8859
 1624.2184	 234.9057
 1623.0532	 230.0403
 1646.2582	 240.8593
 1647.5325	 238.2084
 1635.9287	 245.3743
 1643.955	 242.8591
 1628.3319	 243.8233
 1651.0745	 235.244
 1627.5887	 239.4848
 1627.0161	 237.9422
 1630.9783	 244.7458
 1634.66	 245.417
 1628.1393	 241.0193
 1644.2373	 242.899
 1646.5724	 239.2546
 1625.3633	 236.5483
 1641.5726	 243.874
 1642.6302	 243.262
 1646.4417	 239.7773
 1649.1147	 236.593
 1643.0823	 243.3508
 1633.6576	 244.9738
 1629.4615	 244.4826
 1639.9573	 244.2574
 1629.1249	 241.7918
 1637.2883	 245.0373
 1623.9774	 232.668
 1654.5105	 254.1665
 1651.2108	 255.8563
 1650.4261	 244.5743
 1654.4725	 253.4284
 1653.5958	 250.9261
 1653.4357	 252.5365
 1651.611	 255.9299
 1651.2932	 245.1472
 1654.5109	 252.8751
 1652.3269	 255.6217
 1653.3142	 255.2545
 1654.4775	 253.8611
 1649.6239	 237.4931
 1654.5027	 254.285
 1654.2661	 252.5107
 1649.8832	 243.8086
 1650.077	 239.4779
 1652.5962	 255.6709
 1654.0812	 248.6739
 1649.9977	 237.9136
 1651.6516	 246.0658
 1653.5449	 251.7162
 1653.9229	 249.8469
 1650.6975	 242.2092
 1651.4579	 235.6158
 1650.1367	 238.6125
 1651.3267	 247.3952
 1651.6847	 248.2395
 1650.3293	 241.3331
 1649.9791	 240.493
 1651.8334	 249.1994
 1654.2552	 254.5585
 1648.3169	 255.9833
 1634.1888	 255.7221
 1650.3655	 256.2566
 1642.4661	 255.9693
 1650.7968	 256.7349
 1637.975	 255.907
 1632.2142	 254.6807
 1644.2578	 256.1979
 1633.2146	 255.2072
 1645.1646	 256.2817
 1647.3236	 256.103
 1643.4147	 256.1248
 1632.8179	 255.0178
 1636.2286	 255.4004
 1641.4559	 255.7975
 1638.9683	 256.0806
 1633.3789	 255.7974
 1646.4852	 256.0079
 1640.1573	 256.027
 1636.9871	 255.8151
 1650.8641	 255.2191
 1632.7024	 254.6416
 1635.2249	 255.4642
 1649.059	 257.0983
 1648.0508	 257.3561
 1604.967	 275.8463
 1620.7596	 263.7371
 1613.1647	 269.8895
 1604.2375	 276.5624
 1608.6261	 273.5903
 1610.9005	 271.7433
 1606.9628	 274.3903
 1625.3907	 259.7527
 1604.8787	 276.1695
 1604.0527	 276.5741
 1627.4723	 258.1017
 1618.5659	 265.6372
 1631.7615	 254.7705
 1616.3014	 267.5814
 1623.2239	 261.5832
 1603.4636	 277.206
 1629.6407	 256.1855
 1603.5437	 277.0986
 1607.7024	 274.0833
 1615.4061	 267.9777
 1601.9226	 285.0593
 1606.3177	 274.6721
 1599.5278	 285.1873
 1601.0347	 282.8203
 1601.9467	 281.463
 1600.5298	 284.6805
 1601.6814	 284.0988
 1607.437	 273.734
 1602.7197	 279.9783
 1608.5013	 273.0639
 1605.302	 276.5562
 1600.2955	 284.0422
 1603.6204	 278.828
 1603.7701	 283.0752
 1607.6918	 274.0091
 1602.4702	 280.5648
 1608.5468	 272.8606
 1604.4794	 277.5517
 1602.6693	 283.6829
 1603.8656	 278.3402
 1634.7201	 263.3603
 1640.0618	 258.2259
 1632.8899	 264.7913
 1613.8356	 276.7687
 1638.7416	 258.9173
 1616.2887	 275.4078
 1638.267	 260.0914
 1630.9585	 266.3056
 1636.2753	 262.0095
 1635.8341	 262.4381
 1637.5865	 260.8029
 1620.5381	 272.9121
 1624.7501	 270.3015
 1639.4386	 258.2758
 1629.2924	 267.517
 1603.2557	 284.2268
 1607.9144	 280.6654
 1627.3719	 268.7775
 1639.2487	 259.135
 1612.9287	 277.1144
 402.398	 938.1125
 402.9102	 937.6188
 401.1182	 937.5789
 400.7486	 937.3051
 401.1284	 937.3591
 402.0079	 939.824
 404.3494	 939.8712
 401.4218	 939.3285
 401.9977	 938.6245
 1634.2338	 286.4566
 1634.309	 287.5202
 1636.022	 282.8142
