X 		 Y
 135.0	-96.0	20
 92.0	-70.0	25
 78.0	-59.0	30
 10.0	-9.0	35
 -43.0	11.0	25
 -193.0	79.0	20
 -93.0	54.0	10
 -65.0	45.0	0
 -34.0	23.0	-10
 0.0	10.0	-10
 -2.0	4.0	-10
 -3.0	1.0	-10
 75.0	-9.0	-5
 12.0	-1.0	5
 11.0	0.0	15
 69.0	-9.0	20
 238.0	2.0	25
 133.0	-13.0	25
 31.0	-2.0	35
 13.0	-5.0	40
 0.0	-5.0	35
 -103.0	-2.0	25
 -54.0	1.0	15
 43.0	-9.0	20
 2.0	-2.0	20
 1.0	-2.0	20
 0.0	0.0	20
 0.0	0.0	20
 -224.0	-81.0	10
 -71.0	-10.0	-5
 -132.0	-333.0	0
 129.0	32.0	5
 71.0	-141.0	0
 -269.0	-133.0	0
 38.0	64.0	10
 -3.0	81.0	10
 -121.0	-273.0	0
 148.0	270.0	0
 -81.0	21.0	-10
 -5.0	14.0	-20
 0.0	2.0	-20
 2.0	3.0	-20
 9.0	-1.0	-10
 -60.0	1.0	-20
 7.0	-8.0	-15
 -4.0	7.0	-15
 0.0	1.0	-15
 2.0	5.0	-15
 148.0	6.0	-10
 -4.0	3.0	-10
 51.0	-3.0	0
 53.0	17.0	10
 5.0	-9.0	15
 67.0	-67.0	20
 37.0	35.0	30
 8.0	26.0	40
 65.0	0.0	50
 -12.0	14.0	40
 15.0	3.0	50
 199.0	-61.0	50
 11.0	49.0	60
 2.0	28.0	60
 328.0	296.0	0
 118.0	111.0	10
 145.0	7.0	15
 -225.0	-290.0	0
 96.0	191.0	5
 -583.0	64.0	0
 -249.0	10.0	-5
 -131.0	8.0	-10
 -30.0	9.0	-20
 59.0	4.0	-10
 -22.0	-288.0	0
 138.0	207.0	0
 45.0	78.0	10
 18.0	30.0	20
 1.0	5.0	20
 1.0	-2.0	20
 255.0	-74.0	-5
 107.0	30.0	5
 248.0	5.0	10
 7.0	-6.0	15
 -189.0	1.0	10
 -400.0	14.0	0
 -249.0	-293.0	0
 108.0	177.0	5
 -95.0	-220.0	0
 -33.0	-74.0	-15
 27.0	225.0	-10
 0.0	43.0	-10
 30.0	4.0	0
 32.0	3.0	10
 11.0	2.0	20
 -116.0	-268.0	0
 -68.0	-69.0	-15
 -182.0	-946.0	0
 146.0	321.0	0
 -99.0	360.0	0
 129.0	50.0	5
 -28.0	105.0	-5
 12.0	-29.0	0
 -11.0	15.0	-10
 -7.0	18.0	-20
 5.0	16.0	-10
 4.0	19.0	-10
 -98.0	-256.0	0
 99.0	266.0	0
 0.0	5.0	0
 30.0	-35.0	5
 -78.0	-218.0	0
 75.0	267.0	0
 -142.0	-262.0	0
 213.0	203.0	0
 -88.0	52.0	-10
 -33.0	44.0	-20
 3.0	-27.0	-25
 1.0	7.0	-25
 5.0	-13.0	-20
 135.0	113.0	-15
 9.0	1.0	-5
 222.0	55.0	0
 456.0	357.0	0
 -520.0	-381.0	0
 -88.0	-71.0	-15
 -283.0	-285.0	0
 100.0	320.0	0
 120.0	304.0	0
 70.0	112.0	10
 -73.0	47.0	0
 29.0	3.0	10
 -24.0	10.0	0
 24.0	-3.0	10
 126.0	-129.0	0
 144.0	-193.0	0
 119.0	-174.0	0
 47.0	-66.0	5
 -289.0	-321.0	0
 -4.0	-97.0	-5
 56.0	25.0	5
 11.0	-27.0	10
 -1.0	-2.0	10
 -24.0	76.0	0
 74.0	-65.0	5
 44.0	-19.0	10
 -17.0	79.0	0
 40.0	75.0	10
 45.0	-136.0	0
 -17.0	33.0	-10
 -60.0	170.0	-25
 -2.0	33.0	-25
 22.0	-1.0	-15
 -526.0	-421.0	0
 254.0	235.0	-5
 -73.0	450.0	0
 2.0	406.0	0
 347.0	-4.0	0
 171.0	-50.0	0
 -176.0	-467.0	0
 -779.0	-803.0	0
 0.0	0.0	0
 239.0	221.0	0
 811.0	598.0	0
 -652.0	-520.0	0
 912.0	752.0	0
 555.0	290.0	0
 -983.0	-615.0	0
 -174.0	-164.0	0
 121.0	252.0	0
 -100.0	-30.0	-15
 7.0	14.0	-5
 -250.0	-260.0	0
 -486.0	-538.0	0
 0.0	0.0	0
 199.0	385.0	0
 146.0	394.0	0
 -227.0	416.0	0
 -78.0	-797.0	0
 -39.0	-398.0	0
 150.0	330.0	0
 411.0	539.0	0
 81.0	-70.0	5
 -643.0	-799.0	0
 437.0	503.0	0
 185.0	201.0	0
 -137.0	85.0	-5
 -277.0	-514.0	0
 263.0	260.0	0
 -3.0	296.0	0
 -39.0	-17.0	-15
 -5.0	-6.0	-30
 9.0	-9.0	-25
 -24.0	6.0	-35
 -16.0	-148.0	0
 26.0	40.0	10
 -10.0	-27.0	-5
 370.0	-102.0	-5
 -97.0	119.0	-15
 9.0	-51.0	-10
 3.0	6.0	-10
 -2.0	9.0	-10
 6.0	5.0	0
 7.0	240.0	5
 341.0	363.0	0
 469.0	151.0	-5
 -252.0	-239.0	0
 338.0	244.0	-5
 -52.0	-20.0	-20
 -311.0	-273.0	0
 -118.0	-76.0	-15
 -40.0	-45.0	-30
 -19.0	-24.0	-45
 -387.0	-36.0	-5
 -204.0	-14.0	-15
 -107.0	-17.0	-30
 -73.0	12.0	-40
 -3.0	22.0	-40
 -12.0	5.0	-50
 -6.0	2.0	-60
 -2.0	2.0	-60
 -3.0	2.0	-60
 763.0	-275.0	0
 350.0	-471.0	0
 25.0	65.0	10
 -12.0	-32.0	-5
 -6.0	-46.0	-20
 -3.0	2.0	-20
 0.0	16.0	-20
 -2.0	8.0	-20
 -231.0	549.0	0
 32.0	81.0	10
 59.0	110.0	20
 493.0	295.0	0
 183.0	97.0	5
 39.0	45.0	15
 13.0	15.0	25
 10.0	1.0	35
 -191.0	-173.0	0
 -445.0	-418.0	0
 -579.0	-526.0	0
 4.0	5.0	0
 0.0	-5.0	-5
 0.0	1.0	-5
 2.0	-1.0	-5
 0.0	-2.0	-5
 0.0	-6.0	-10
 -482.0	586.0	0
 -114.0	59.0	-10
 -16.0	328.0	0
 17.0	101.0	10
 14.0	28.0	20
 8.0	8.0	30
 5.0	1.0	40
 4.0	0.0	40
 9.0	-1.0	50
 676.0	-306.0	0
 197.0	-74.0	0
 32.0	-4.0	10
 14.0	2.0	20
 11.0	0.0	30
 4.0	2.0	30
 0.0	3.0	30
 -2.0	4.0	30
 -2.0	5.0	30
 -22.0	188.0	15
 0.0	108.0	15
 -15.0	71.0	5
 19.0	7.0	15
 -1.0	5.0	15
 4.0	-2.0	15
 3.0	-3.0	15
 1.0	-2.0	15
 -1.0	-1.0	15
 419.0	-248.0	0
 326.0	-186.0	0
 102.0	11.0	10
 35.0	-12.0	15
 10.0	7.0	25
 2.0	4.0	25
 30.0	-153.0	0
 11.0	-35.0	5
 -13.0	-36.0	-10
 -743.0	-138.0	0
 -1154.0	-389.0	0
 -21.0	8.0	-10
 11.0	-16.0	-5
 -3.0	2.0	-5
 0.0	-3.0	-5
 -22.0	-136.0	0
 -10.0	6.0	-10
 169.0	9.0	-5
 360.0	14.0	0
 18.0	18.0	10
 16.0	-22.0	15
 17.0	-14.0	20
 32.0	377.0	0
 16.0	-29.0	5
 -6.0	1.0	-5
 -146.0	293.0	0
 29.0	28.0	10
 -60.0	-33.0	-5
 -347.0	-249.0	0
 -108.0	-83.0	-15
 -3.0	-5.0	-20
 -9.0	-10.0	-35
 -6.0	-4.0	-45
 631.0	10.0	0
 -9.0	24.0	-10
 22.0	-12.0	-5
 491.0	-253.0	0
 -262.0	-36.0	-5
 -270.0	-67.0	-5
 10.0	-5.0	0
 -495.0	8.0	0
 -118.0	4.0	-10
 -38.0	21.0	-20
 22.0	303.0	0
 -4.0	17.0	0
 6.0	24.0	10
 345.0	256.0	0
 226.0	103.0	5
 106.0	-26.0	10
 36.0	-26.0	15
 -2.0	-4.0	15
 4.0	18.0	15
 -5.0	16.0	5
 -3.0	1.0	5
 -6.0	-4.0	-5
 -6.0	1.0	-15
 -2.0	12.0	-15
 5.0	9.0	-5
 6.0	10.0	5
 8.0	10.0	15
 10.0	10.0	25
 -101.0	-85.0	10
 -262.0	-190.0	0
 74.0	-19.0	5
 7.0	1.0	15
 3.0	142.0	10
 0.0	78.0	10
 -32.0	89.0	0
 0.0	1.0	0
 6.0	-1.0	10
 5.0	-1.0	20
 3.0	0.0	20
 -8.0	-130.0	0
 -39.0	-284.0	0
 63.0	46.0	10
 -30.0	104.0	0
 -12.0	224.0	-15
 -8.0	0.0	-25
 -15.0	9.0	-35
 -2.0	4.0	-35
 -1.0	0.0	-35
 -1.0	0.0	-35
 0.0	3.0	-35
 -289.0	-535.0	0
 121.0	75.0	10
 48.0	-38.0	15
 -83.0	53.0	5
 3.0	5.0	5
 0.0	8.0	5
 -3.0	5.0	5
 -6.0	4.0	-5
 -78.0	-124.0	-20
 -74.0	-127.0	0
 33.0	401.0	0
 125.0	-173.0	0
 169.0	60.0	5
 74.0	12.0	15
 -192.0	100.0	10
 8.0	93.0	20
 -19.0	114.0	10
 -38.0	-93.0	-5
 -2.0	-33.0	-10
 18.0	20.0	0
 13.0	10.0	10
 9.0	4.0	20
 7.0	2.0	30
 6.0	3.0	40
 7.0	1.0	50
 60.0	45.0	60
 27.0	1.0	70
 -1.0	0.0	70
 3.0	-3.0	70
 5.0	-3.0	80
 49.0	-12.0	85
 104.0	-7.0	90
 18.0	0.0	100
 11.0	4.0	110
 102.0	-4.0	120
 34.0	-1.0	130
 12.0	3.0	140
 16.0	1.0	150
 168.0	19.0	155
 0.0	-11.0	150
 14.0	-4.0	160
 15.0	0.0	170
 100.0	35.0	180
 18.0	-6.0	185
 48.0	-9.0	190
 34.0	-6.0	195
 -305.0	-16.0	-5
 -486.0	26.0	0
 -36.0	-7.0	-15
 -4.0	1.0	-15
 84.0	9.0	-5
 48.0	1.0	5
 58.0	21.0	15
 -15.0	0.0	5
 2.0	-2.0	5
 129.0	-9.0	5
 -16.0	-10.0	-10
 55.0	-3.0	0
 107.0	23.0	10
 44.0	1.0	20
 63.0	-15.0	25
 13.0	7.0	35
 4.0	2.0	35
 125.0	-48.0	35
 35.0	11.0	45
 78.0	14.0	55
 -10.0	6.0	45
 19.0	4.0	55
 -373.0	-19.0	-5
 -479.0	64.0	0
 -25.0	-1.0	-10
 -2.0	1.0	-10
 7.0	-1.0	0
 123.0	-23.0	5
 -1.0	7.0	5
 22.0	0.0	15
 23.0	0.0	25
 31.0	-2.0	35
 115.0	5.0	45
 15.0	-1.0	55
 65.0	2.0	65
 118.0	11.0	75
 16.0	-2.0	85
 17.0	-2.0	95
 19.0	-8.0	100
 219.0	-2.0	105
 -26.0	-13.0	90
 19.0	4.0	100
 11.0	0.0	110
 76.0	16.0	120
 92.0	24.0	130
 -944.0	16.0	0
 -6.0	-11.0	-15
 3.0	4.0	-15
 -4.0	4.0	-15
 37.0	-6.0	-10
 68.0	18.0	0
 -22.0	6.0	-10
 4.0	0.0	-10
 -1.0	-2.0	-10
 -3.0	-1.0	-10
 -3.0	-1.0	-10
 -1.0	-5.0	-15
 4.0	-4.0	-15
 4.0	-3.0	-15
 9.0	-6.0	-10
 11.0	-6.0	-5
 15.0	-4.0	5
 -50.0	22.0	-5
 -69.0	8.0	-15
 23.0	-7.0	-10
 0.0	4.0	-10
 11.0	3.0	0
 14.0	2.0	10
 17.0	0.0	20
 162.0	21.0	25
 -20.0	-11.0	10
 17.0	13.0	20
 17.0	-1.0	30
 143.0	-34.0	30
 -17.0	-13.0	15
 -6.0	-3.0	5
 1.0	-2.0	5
 3.0	-2.0	5
 15.0	0.0	15
 8.0	-2.0	25
 11.0	3.0	35
 6.0	4.0	45
 -7.0	0.0	35
 -11.0	1.0	25
 -7.0	0.0	15
 -2.0	0.0	15
 4.0	0.0	15
 7.0	1.0	25
 9.0	2.0	35
 15.0	0.0	45
 193.0	-97.0	45
 12.0	-21.0	50
 7.0	-2.0	60
 0.0	-8.0	55
 -1.0	2.0	55
 8.0	151.0	60
 -27.0	-6.0	45
 -12.0	2.0	35
 10.0	12.0	45
 -136.0	-71.0	35
 -273.0	-130.0	0
 -206.0	303.0	0
 95.0	276.0	0
 48.0	30.0	10
 9.0	9.0	20
 -1.0	-6.0	15
 5.0	-5.0	20
 16.0	-3.0	30
 19.0	-2.0	40
 155.0	-3.0	45
 52.0	0.0	55
 16.0	-1.0	65
 12.0	-4.0	75
 80.0	-3.0	85
 -1.0	-10.0	80
 82.0	-1.0	90
 152.0	6.0	95
 35.0	-2.0	105
 4.0	-1.0	105
 -6.0	-1.0	95
 -9.0	-1.0	85
 40.0	0.0	95
 121.0	-5.0	100
 69.0	1.0	110
 115.0	3.0	120
 106.0	-19.0	125
 108.0	-3.0	135
 88.0	17.0	145
 81.0	13.0	155
 -641.0	-261.0	0
 -341.0	218.0	-5
 -268.0	51.0	0
 -75.0	34.0	-10
 -14.0	10.0	-20
 8.0	0.0	-10
 13.0	1.0	0
 67.0	0.0	10
 114.0	-4.0	20
 29.0	-17.0	25
 17.0	-4.0	35
 27.0	1.0	45
 107.0	16.0	55
 34.0	8.0	65
 -126.0	14.0	60
 -103.0	11.0	50
 -6.0	-10.0	35
 25.0	-6.0	40
 33.0	0.0	50
 23.0	7.0	60
 23.0	13.0	70
 32.0	7.0	80
 44.0	4.0	90
 9.0	-7.0	95
 11.0	-7.0	100
 64.0	-6.0	105
 91.0	33.0	115
 24.0	-1.0	125
 120.0	-19.0	130
 26.0	2.0	140
 33.0	1.0	150
 87.0	3.0	160
 40.0	0.0	170
 46.0	-2.0	180
 41.0	-4.0	190
 24.0	-1.0	200
 13.0	-7.0	205
 76.0	-2.0	215
 65.0	0.0	225
 61.0	-7.0	230
 37.0	0.0	240
 31.0	5.0	250
 -489.0	15.0	0
 -463.0	39.0	0
 -143.0	38.0	-5
 -66.0	8.0	-15
 -28.0	-9.0	-30
 -9.0	-9.0	-45
 51.0	6.0	-35
 134.0	14.0	-30
 48.0	-11.0	-25
 28.0	-8.0	-20
 46.0	-1.0	-10
 125.0	-13.0	-10
 93.0	8.0	0
 106.0	-3.0	10
 99.0	-24.0	15
 159.0	14.0	20
 119.0	-31.0	25
 73.0	-14.0	30
 -11.0	-84.0	15
 -372.0	-77.0	-5
 -420.0	-44.0	-5
 -234.0	-17.0	-15
 -113.0	-13.0	-30
 -48.0	-3.0	-40
 -16.0	15.0	-50
 -9.0	11.0	-60
 -1.0	8.0	-60
 7.0	5.0	-50
 16.0	1.0	-40
 180.0	17.0	-35
 64.0	0.0	-25
 19.0	-3.0	-15
 24.0	-3.0	-5
 65.0	-3.0	5
 102.0	0.0	15
 53.0	10.0	25
 39.0	0.0	35
 23.0	0.0	45
 26.0	-5.0	50
 27.0	-5.0	55
 204.0	-9.0	55
 44.0	-3.0	65
 109.0	2.0	75
 80.0	-4.0	85
 75.0	-19.0	90
 15.0	-3.0	100
 15.0	8.0	110
 18.0	0.0	120
 67.0	-6.0	125
 83.0	-4.0	135
 -559.0	28.0	0
 -458.0	17.0	0
 -245.0	5.0	-5
 -82.0	10.0	-15
 -25.0	6.0	-25
 55.0	-6.0	-20
 141.0	-19.0	-20
 72.0	-13.0	-15
 33.0	5.0	-5
 23.0	4.0	5
 22.0	8.0	15
 21.0	9.0	25
 108.0	5.0	35
 104.0	-7.0	40
 55.0	5.0	50
 5.0	3.0	60
 13.0	0.0	70
 -3.0	0.0	70
 8.0	0.0	80
 109.0	-48.0	85
 149.0	32.0	90
 38.0	2.0	100
 39.0	0.0	110
 60.0	5.0	120
 31.0	-1.0	130
 24.0	-2.0	140
 109.0	-42.0	145
 114.0	3.0	155
 57.0	21.0	165
 15.0	8.0	175
 -657.0	16.0	0
 -389.0	41.0	0
 -189.0	-21.0	-10
 -83.0	9.0	-20
 -27.0	3.0	-30
 -3.0	5.0	-30
 106.0	4.0	-20
 91.0	-3.0	-10
 48.0	10.0	0
 7.0	20.0	10
 -121.0	9.0	0
 -62.0	17.0	-10
 -22.0	-4.0	-20
 18.0	-6.0	-15
 107.0	-14.0	-10
 42.0	-1.0	0
 15.0	4.0	10
 25.0	6.0	20
 37.0	2.0	30
 91.0	-5.0	35
 44.0	-5.0	40
 61.0	-7.0	45
 39.0	-9.0	50
 18.0	-8.0	55
 71.0	4.0	65
 73.0	16.0	75
 23.0	0.0	85
 59.0	-8.0	90
 81.0	-9.0	95
 17.0	0.0	105
 13.0	2.0	115
 117.0	-16.0	120
 40.0	-5.0	125
 44.0	18.0	135
 24.0	-2.0	145
 21.0	-2.0	155
 12.0	-1.0	165
 119.0	-5.0	170
 23.0	0.0	180
 11.0	4.0	190
 -251.0	25.0	0
 -622.0	42.0	0
 -272.0	19.0	0
 -107.0	0.0	-10
 -36.0	-3.0	-20
 -13.0	-4.0	-30
 12.0	-4.0	-20
 -83.0	-278.0	0
 78.0	171.0	5
 34.0	54.0	15
 129.0	54.0	20
 130.0	8.0	25
 123.0	40.0	35
 48.0	-12.0	40
 20.0	-13.0	45
 6.0	-9.0	50
 1.0	-7.0	45
 -156.0	-212.0	0
 -153.0	-171.0	0
 -370.0	-186.0	0
 1.0	1.0	0
 5.0	3.0	10
 4.0	0.0	10
 -5.0	-2.0	0
 -37.0	-227.0	0
 12.0	37.0	10
 -114.0	-244.0	0
 106.0	254.0	0
 124.0	225.0	5
 118.0	-57.0	10
 29.0	36.0	20
 4.0	9.0	20
 119.0	20.0	30
 65.0	-10.0	35
 -44.0	39.0	25
 39.0	-7.0	30
 7.0	2.0	40
 399.0	-1.0	0
 20.0	-28.0	5
 -6.0	-4.0	-5
 -7.0	-6.0	-20
 -13.0	0.0	-30
 -7.0	-4.0	-40
 155.0	13.0	-35
 248.0	-83.0	-35
 174.0	279.0	0
 85.0	100.0	10
 -538.0	43.0	0
 -389.0	15.0	0
 -257.0	31.0	0
 -112.0	5.0	-10
 -36.0	16.0	-20
 -1.0	14.0	-20
 139.0	23.0	-15
 112.0	-19.0	-10
 27.0	-25.0	-5
 28.0	-17.0	0
 25.0	-55.0	5
 12.0	-59.0	10
 -4.0	-4.0	10
 -81.0	-131.0	0
 -566.0	-357.0	0
 24.0	95.0	10
 -1.0	102.0	10
 -170.0	-81.0	0
 -16.0	90.0	-10
 228.0	130.0	-10
 89.0	-173.0	0
 -28.0	-15.0	-15
 10.0	38.0	-5
 113.0	-8.0	0
 181.0	76.0	5
 -78.0	-98.0	-10
 14.0	20.0	0
 31.0	-62.0	5
 7.0	16.0	15
 37.0	5.0	25
 16.0	18.0	35
 10.0	17.0	45
 -389.0	-83.0	-5
 470.0	105.0	0
 -145.0	-4.0	-5
 -201.0	-27.0	-15
 213.0	112.0	-10
 101.0	52.0	0
 158.0	-24.0	0
 71.0	21.0	10
 -14.0	57.0	0
 -172.0	-39.0	-10
 -349.0	-30.0	-5
 -31.0	22.0	-15
 6.0	-19.0	-10
 11.0	6.0	0
 7.0	6.0	10
 2.0	5.0	10
 1.0	5.0	10
 365.0	-68.0	-5
 -28.0	1.0	-15
 -208.0	24.0	-20
 -130.0	13.0	-25
 -289.0	-811.0	0
 191.0	543.0	0
 122.0	257.0	0
 16.0	-9.0	5
 170.0	-26.0	5
 -2.0	2.0	5
 153.0	-34.0	5
 361.0	5.0	0
 -5.0	9.0	-10
 3.0	11.0	-10
 0.0	-1.0	-10
 0.0	-1.0	-10
 -1.0	-1.0	-10
 -648.0	19.0	0
 -24.0	16.0	-10
 -216.0	-525.0	0
 6.0	-7.0	5
 1373.0	213.0	-5
 -384.0	175.0	-5
 -583.0	-80.0	-5
 34.0	10.0	5
 -7.0	53.0	-5
 71.0	152.0	0
 -332.0	149.0	-5
 126.0	384.0	0
 725.0	127.0	-5
 467.0	45.0	0
 257.0	16.0	0
 80.0	0.0	10
 17.0	1.0	20
 -462.0	-162.0	0
 -601.0	-385.0	0
 -298.0	-20.0	-5
 -284.0	425.0	0
 -185.0	411.0	0
 8.0	218.0	5
 23.0	144.0	10
 46.0	-49.0	15
 423.0	-865.0	0
 171.0	-294.0	0
 54.0	-79.0	5
 -281.0	-313.0	0
 0.0	-6.0	-5
 -157.0	-78.0	-15
 -44.0	-10.0	-30
 -33.0	-3.0	-40
 7.0	-4.0	-30
 -7.0	-34.0	-45
 -15.0	12.0	-55
 -38.0	-106.0	-70
 8.0	18.0	-60
 286.0	456.0	0
 -20.0	27.0	-10
 -9.0	10.0	-20
 12.0	5.0	-10
 33.0	4.0	0
 137.0	6.0	5
 -193.0	-29.0	-5
 -22.0	26.0	-15
 -10.0	13.0	-25
 -6.0	-2.0	-35
 4.0	-2.0	-35
 5.0	-4.0	-25
 115.0	-5.0	-20
 213.0	-49.0	-20
 -301.0	92.0	0
 -69.0	5.0	-10
 -20.0	-2.0	-20
 -24.0	-1.0	-30
 -7.0	-4.0	-40
 133.0	-50.0	-40
 -8.0	0.0	-50
 150.0	11.0	-45
 -72.0	-51.0	-60
 -87.0	3.0	-70
 -7.0	-20.0	-85
 -6.0	4.0	-95
 -4.0	0.0	-95
 -3.0	1.0	-95
 77.0	-240.0	0
 57.0	-387.0	0
 1.0	-39.0	-5
 -166.0	682.0	0
 -5.0	-54.0	-15
 -7.0	32.0	-25
 -52.0	-284.0	0
 -10.0	0.0	-10
 -5.0	31.0	-20
 -32.0	302.0	0
 -45.0	-23.0	-15
 -69.0	-72.0	-30
 13.0	6.0	-20
 1.0	4.0	-20
 0.0	5.0	-20
 105.0	1.0	-10
 79.0	9.0	0
 -50.0	-377.0	0
 -413.0	-370.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 370.0	-190.0	0
 -246.0	127.0	-10
 -82.0	42.0	-20
 355.0	-220.0	0
 -264.0	160.0	-5
 -88.0	53.0	-15
 -29.0	17.0	-25
 388.0	-152.0	0
 444.0	-22.0	-5
 -215.0	72.0	-10
 -421.0	74.0	0
 -140.0	24.0	-5
 -46.0	8.0	-15
 -15.0	2.0	-25
 -5.0	0.0	-35
 -2.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 0.0	0.0	-35
 426.0	268.0	0
 -13.0	437.0	0
 -18.0	-7.0	-15
 91.0	-53.0	-10
 102.0	-97.0	-5
 192.0	-130.0	0
 -781.0	-417.0	0
 465.0	218.0	-5
 470.0	525.0	0
 -480.0	9.0	0
 -35.0	-35.0	-15
 30.0	26.0	-5
 -43.0	159.0	-20
 57.0	379.0	0
 -52.0	31.0	-10
 3.0	-122.0	-15
 0.0	-63.0	-20
 0.0	-22.0	-25
 8.0	-9.0	-20
 115.0	3.0	-10
 86.0	-2.0	0
 65.0	8.0	10
 46.0	8.0	20
 70.0	-2.0	30
 91.0	0.0	40
 79.0	0.0	50
 57.0	4.0	60
 115.0	-19.0	65
 91.0	11.0	75
 54.0	-11.0	80
 38.0	-6.0	85
 37.0	-5.0	90
 131.0	-5.0	90
 73.0	6.0	100
 52.0	-1.0	110
 77.0	14.0	120
 -417.0	58.0	0
 -648.0	67.0	0
 -209.0	-28.0	-10
 -35.0	-28.0	-25
 150.0	-9.0	-25
 206.0	-21.0	-25
 182.0	1.0	-20
 190.0	-8.0	-20
 69.0	-29.0	-15
 37.0	-2.0	-5
 -824.0	-732.0	0
 -129.0	-123.0	-10
 508.0	-38.0	-5
 -37.0	20.0	-15
 -200.0	-9.0	-25
 -198.0	518.0	0
 -229.0	471.0	0
 -95.0	602.0	0
 -95.0	273.0	0
 43.0	-1387.0	0
 413.0	0.0	0
 -23.0	-693.0	0
 13.0	425.0	0
 -381.0	-425.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 211.0	310.0	0
 -211.0	-310.0	0
 0.0	0.0	0
 274.0	308.0	0
 -11.0	84.0	-10
 96.0	431.0	0
 -29.0	70.0	-10
 -220.0	-596.0	0
 572.0	641.0	0
 173.0	13.0	5
 568.0	338.0	0
 223.0	143.0	0
 -415.0	-17.0	-5
 -183.0	-16.0	-15
 -109.0	-3.0	-25
 -167.0	-277.0	0
 -121.0	282.0	0
 -271.0	-192.0	0
 -83.0	-65.0	-15
 -197.0	-762.0	0
 -98.0	-381.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 0.0	0.0	0
 332.0	1362.0	0
 -221.0	-908.0	0
 81.0	899.0	0
 46.0	330.0	0
 482.0	-335.0	0
 644.0	-160.0	0
 -910.0	-791.0	0
 -455.0	-395.0	0
 0.0	0.0	0
